Estimate Status,Year,Wave,State,Common Name,Fishing Mode,Fishing Area,Observed Harvest (A),PSE,Reported Harvest (B1),PSE,Released Alive (B2),PSE
FINAL,2011,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,19247,28.3,61,34.8,0,.
FINAL,2011,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,54319,48.6,0,.,0,.
FINAL,2011,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,24968,54.4,432,103.4,1054,74.9
FINAL,2011,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,92677,20.6,2158,63.4,1368,54.1
FINAL,2011,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,44633,96.1,47542,100.2,23771,100.2
FINAL,2011,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,154360,48.8,15350,102.2,66565,66.5
FINAL,2011,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,13400,66.5,0,.,0,.
FINAL,2011,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,72294,46.1,0,.,5565,57.3
FINAL,2011,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,645,105.9,0,.,0,.
FINAL,2011,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,7859,90,16629,100.8,1836,106.1
FINAL,2011,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,22451,43.8,165,102.3,568,91.7
FINAL,2011,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,83888,25.2,0,.,3643,56.1
FINAL,2011,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,10742,75.7,0,.,2572,100.5
FINAL,2011,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,144457,55.5,35712,83.2,0,.
FINAL,2011,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,4999,41.4,0,.,106,67.5
FINAL,2011,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,4859,38.4,0,.,376,76.9
FINAL,2011,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,32387,23.3,1048,94.5,1712,42.8
FINAL,2011,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,0,.,0,.,16025,83.9
FINAL,2011,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,1008,97.1,4047,101.1,0,.
FINAL,2011,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,1146,58.4,175,84.2,0,.
FINAL,2011,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,2285,82.3,0,.,0,.
FINAL,2011,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,8756,52.5,0,.,120,87.6
FINAL,2011,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,74779,98.8,0,.,0,.
FINAL,2012,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,1211,64.4,0,.,0,.
FINAL,2012,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,37,99.5,0,.,217,98.6
FINAL,2012,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,0,.,0,.,6841,101.5
FINAL,2012,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,45179,91.1,0,.,139029,77.9
FINAL,2012,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,7939,46.3,0,.,897,84.8
FINAL,2012,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,1460,74.5,0,.,0,.
FINAL,2012,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,21111,44.1,387,99.6,622,62.8
FINAL,2012,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,0,.,16569,100.5,0,.
FINAL,2012,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,0,.,88536,74.5,0,.
FINAL,2012,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,1317,100.3
FINAL,2012,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,554,45.6,0,.,0,.
FINAL,2012,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,0,.,5642,89.9,0,.
FINAL,2012,MAY/JUNE,FLORIDA,VERMILION SNAPPER,SHORE,4,0,.,0,.,2084,101.5
FINAL,2012,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,1244,43.3,0,.,328,100.5
FINAL,2012,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,35947,34.5,0,.,934,62.5
FINAL,2012,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,11076,79.1,8468,99.5,8468,99.5
FINAL,2012,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,138790,49,0,.,14794,65.6
FINAL,2012,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,12453,42.1,1035,83.7,0,.
FINAL,2012,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,1830,89.1,7320,89.1,0,.
FINAL,2012,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,6783,44.2,0,.,1307,104
FINAL,2012,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,42950,28.3,0,.,574,53.2
FINAL,2012,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,39945,67,0,.,8602,87.9
FINAL,2012,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,44573,54.5,90506,76.8,13123,68.8
FINAL,2012,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,524,85.4,0,.,0,.
FINAL,2012,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,2146,103.2
FINAL,2012,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,2032,37.3,0,.,0,.
FINAL,2012,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,24181,28.6,0,.,172,97.5
FINAL,2012,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,0,.,0,.,1255,101.8
FINAL,2012,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,385,57.4,0,.,161,101.4
FINAL,2012,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,7254,47.9,0,.,57,93.6
FINAL,2012,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,48249,91.1,0,.,0,.
FINAL,2013,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,606,56.4,0,.,0,.
FINAL,2013,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,648,54.4,0,.,196,78.2
FINAL,2013,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,1467,101.7,0,.,0,.
FINAL,2013,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,18142,26,0,.,0,.
FINAL,2013,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,9824,67.7,0,.,0,.
FINAL,2013,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,12552,20.3,0,.,0,.
FINAL,2013,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,13183,51.1,8368,43.9,0,.
FINAL,2013,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,19199,65,0,.,2965,72.2
FINAL,2013,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,1085,71.7,0,.,310,91.4
FINAL,2013,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,29757,35.6,0,.,0,.
FINAL,2013,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,7065,74.9,93353,99.5,1279,68.3
FINAL,2013,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,154443,58.9,142489,96.5,100020,91
FINAL,2013,MAY/JUNE,LOUISIANA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,2071,59.8,0,.,2473,89.3
FINAL,2013,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,5041,50,4055,98,0,.
FINAL,2013,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,27458,99.1,4896,103.4,4896,103.4
FINAL,2013,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,30088,98.3,0,.,0,.
FINAL,2013,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,7853,97.4,0,.,0,.
FINAL,2013,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,7822,51.2,6391,36.4,0,.
FINAL,2013,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,146259,19.9,0,.,0,.
FINAL,2013,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,2813,81.2,6743,100.4,10606,81.8
FINAL,2013,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,6074,81.5,0,.,6311,103.9
FINAL,2013,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,3905,100.5,0,.,0,.
FINAL,2013,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,1050,92.7,0,.,349,101.4
FINAL,2013,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,15306,42,12149,42.1,201,103.5
FINAL,2013,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,3616,56.1,55717,53.4,132780,55.8
FINAL,2013,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,1741,83.6,0,.,0,.
FINAL,2013,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,47459,27.5,0,.,3830,53.3
FINAL,2013,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,116015,48.9,1061,107.4,37051,59.9
FINAL,2013,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,240385,82.6,0,.,118754,98.4
FINAL,2013,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,1171,101
FINAL,2013,SEPTEMBER/OCTOBER,LOUISIANA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,1494,99.9
FINAL,2013,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,1057,96.3,0,.,756,96.3
FINAL,2013,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,24098,103.8,0,.,27638,103.8
FINAL,2014,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,2997,67.8,0,.,0,.
FINAL,2014,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,319,104.1,0,.,0,.
FINAL,2014,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,7279,30.9,0,.,136,109.8
FINAL,2014,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,9683,92.4,0,.,5771,92.4
FINAL,2014,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,7012,47.1,0,.,707,95.9
FINAL,2014,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,23632,33.8,0,.,2610,50.9
FINAL,2014,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,2530,101.1,0,.,935,101.1
FINAL,2014,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,46504,65.5,0,.,0,.
FINAL,2014,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,4342,68.9,4055,101.3,3093,97.7
FINAL,2014,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,37680,33,5227,77.2,976,65.2
FINAL,2014,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,30959,60.1,28669,72.2,5966,99.8
FINAL,2014,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,8811,49.3,0,.,0,.
FINAL,2014,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,127297,21,0,.,5249,55.5
FINAL,2014,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,98886,41.3,52256,55.3,146172,71.1
FINAL,2014,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,79835,46.3,79436,58,45884,46.5
FINAL,2014,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,0,.,0,.,52,96.7
FINAL,2014,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,36361,44,0,.,209,101.2
FINAL,2014,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,0,.,0,.,12398,83.8
FINAL,2014,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,11827,57.3,110911,93,18877,63.5
FINAL,2014,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,10621,69.2,15,113.4,0,.
FINAL,2014,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,92435,27.7,0,.,2710,64.6
FINAL,2014,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,59011,59.5,0,.,21087,74.1
FINAL,2014,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,107935,41.6,20778,80.3,7912,60.5
FINAL,2014,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,3763,98.9
FINAL,2014,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,436,64.9,0,.,0,.
FINAL,2014,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,7209,41.4,3892,57.1,2427,75.8
FINAL,2014,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,3417,99.6,0,.,0,.
FINAL,2014,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,9015,62.2,0,.,0,.
FINAL,2014,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,41797,21.5,4452,79,8275,84.9
FINAL,2014,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,6857,54.9,0,.,4410,64.7
FINAL,2014,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,21690,94.4,1256,72.4,13668,88.9
FINAL,2014,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,11400,51.8,0,.,758,104.4
FINAL,2014,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,0,.,0,.,54392,85
FINAL,2014,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,0,.,0,.,575,103.4
FINAL,2015,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,5739,120.2,0,.,0,.
FINAL,2015,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,379,61.3,298,99.2,23,77.8
FINAL,2015,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,5370,98.1,5391,98.1,24630,96.8
FINAL,2015,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,853,105.1,4843,81.1,17505,97.8
FINAL,2015,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,10092,55.8,0,.,278,78.9
FINAL,2015,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,0,.,15821,98.1,0,.
FINAL,2015,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,22095,49,0,.,49,101.1
FINAL,2015,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,34936,25.2,0,.,598,102.2
FINAL,2015,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,302,101.3,227,102,0,.
FINAL,2015,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,38058,63.9,0,.,301,101.4
FINAL,2015,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,12706,69.7,141,63.3,549,101.6
FINAL,2015,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,1776,102,0,.,0,.
FINAL,2015,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,18799,59.5,125688,75.1,36656,81.9
FINAL,2015,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,8458,43.6,0,.,634,74.8
FINAL,2015,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,70007,30.3,10620,81,6498,82
FINAL,2015,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,80217,52.4,1798,100.3,56312,67.5
FINAL,2015,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,31691,43.8,18495,79.7,29959,53.1
FINAL,2015,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,3688,99.9
FINAL,2015,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,20822,46.7,7821,95.1,346,102.6
FINAL,2015,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,19688,45.9,0,.,798,78.9
FINAL,2015,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,93541,23.6,0,.,3883,59.7
FINAL,2015,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,127507,51.6,0,.,11301,79.5
FINAL,2015,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,50853,78.4,7366,76.3,43358,94.1
FINAL,2015,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,12531,43.6,0,.,87,106.9
FINAL,2015,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,357,104.8,0,.,0,.
FINAL,2015,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,7557,89.5,0,.,370,78.9
FINAL,2015,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,67421,22.3,562,96,4307,67
FINAL,2015,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,92874,76.5,22271,64.3,3860,62.5
FINAL,2015,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,33266,91.4,0,.,22895,78.4
FINAL,2015,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,3338,51.1,0,.,0,.
FINAL,2015,NOVEMBER/DECEMBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,10939,79,0,.,0,.
FINAL,2015,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,8101,34,0,.,0,.
FINAL,2015,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,3017,75.9,0,.,0,.
FINAL,2015,NOVEMBER/DECEMBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,2664,98.9,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,391,69.5,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,2437,109.1,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,4899,95.4,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,910,28.4,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,2658,54.9,0,.,0,.
FINAL,2016,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,6247,69,11759,100.7,25202,75.9
FINAL,2016,JANUARY/FEBRUARY,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,24885,83.3,0,.,0,.
FINAL,2016,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,9837,45.6,1443,67.1,0,.
FINAL,2016,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,5308,82.3,0,.,0,.
FINAL,2016,MARCH/APRIL,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,1289,97.8,0,.,16153,91.5
FINAL,2016,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,10475,50.1,0,.,2443,90.5
FINAL,2016,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,52634,28.4,0,.,472,90
FINAL,2016,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,41232,76.8,1042,101.3,18586,56.7
FINAL,2016,MARCH/APRIL,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,32711,72.7,0,.,19322,75.2
FINAL,2016,MAY/JUNE,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,9338,32.6,1179,101.3,215,106.7
FINAL,2016,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,1039,102.5,0,.,0,.
FINAL,2016,MAY/JUNE,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,3527,75.1,22394,47.3,0,.
FINAL,2016,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,39114,34.7,0,.,2676,71.2
FINAL,2016,MAY/JUNE,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,61306,51.1,1800,60,6757,58.2
FINAL,2016,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,14972,64,1636,101,3265,84.7
FINAL,2016,MAY/JUNE,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,11031,52.7,8331,97.5,31542,92.8
FINAL,2016,MAY/JUNE,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,58,102.3,0,.,0,.
FINAL,2016,MAY/JUNE,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,58,108.8,0,.,0,.
FINAL,2016,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,19547,42.8,0,.,542,89.6
FINAL,2016,JULY/AUGUST,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,27115,61.6,0,.,0,.
FINAL,2016,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,52913,44.9,0,.,149,84.7
FINAL,2016,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,223996,41.1,3489,66.8,15323,44.6
FINAL,2016,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,51946,56.6,53121,98.9,24496,91.1
FINAL,2016,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,62142,59.7,4068,100.4,12582,78.2
FINAL,2016,JULY/AUGUST,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,2588,100.1,0,.,0,.
FINAL,2016,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,0,333,74.1,0,.,0,.
FINAL,2016,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,CHARTER BOAT,1,10253,39.9,1227,88.2,1135,103.4
FINAL,2016,SEPTEMBER/OCTOBER,ALABAMA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,1,5831,76.9,0,.,5484,74.8
FINAL,2016,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,2,16695,59.9,0,.,0,.
FINAL,2016,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,CHARTER BOAT,3,40035,27,359,104.9,962,63.8
FINAL,2016,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,2,25541,83.4,1437,101.4,7681,65.2
FINAL,2016,SEPTEMBER/OCTOBER,FLORIDA,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,3,2683,79.7,38681,79.3,40900,83.6
FINAL,2016,SEPTEMBER/OCTOBER,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,0,11148,93.5,152576,93.5,26050,93.5
FINAL,2016,SEPTEMBER/OCTOBER,MISSISSIPPI,VERMILION SNAPPER,PRIVATE/RENTAL BOAT,4,0,.,0,.,2666,103.6
